,Atendimento,Grupo,Cidade,Indice,Saude,Educacao,Saneamento,Receita
390,0.5328,4,Apuiars,0.546,0.529,0.752,0.447,0.102
391,0.4662,4,So Jos,0.546,0.425,0.684,0.818,0.113
392,0.4528,4,Serrana,0.546,0.378,0.683,0.992,0.142
393,0.562,4,Riacho da Cruz,0.545,0.523,0.774,0.719,0.216
394,0.4838,4,So Jos do Rio Preto,0.545,0.372,0.752,0.942,0.171
395,0.5348,4,Baa da Traio,0.545,0.532,0.751,0.455,0.108
396,0.5338,4,Doutor Severiano,0.545,0.539,0.731,0.535,0.129
397,0.466,4,Rinpolis,0.545,0.575,0.526,0.871,0.128
398,0.437,4,Coaraci,0.545,0.522,0.527,0.864,0.087
399,0.4674,4,Valente,0.545,0.46,0.669,0.682,0.079
400,0.4576,4,Catu,0.545,0.471,0.625,0.794,0.096
401,0.5,4,Banza,0.545,0.561,0.639,0.597,0.1
402,0.626,4,Adolfo,0.544,0.615,0.774,0.899,0.352
403,0.5672,4,Nuporanga,0.544,0.568,0.711,0.921,0.278
404,0.5402,4,Cabrlia Paulista,0.544,0.626,0.61,0.873,0.229
405,0.608,4,Pardinho,0.544,0.73,0.642,0.778,0.296
406,0.4998,4,Barretos,0.544,0.386,0.764,0.961,0.199
407,0.4812,4,Severnia,0.544,0.579,0.537,0.959,0.174
408,0.4846,4,Paraguau Paulista,0.544,0.399,0.727,0.931,0.171
409,0.495,4,Ita de Minas,0.544,0.544,0.595,0.976,0.197
410,0.5016,4,Indiana,0.544,0.556,0.614,0.834,0.168
411,0.4998,4,Estiva Gerbi,0.544,0.584,0.573,0.906,0.185
412,0.4656,4,So Carlos,0.544,0.337,0.748,0.976,0.158
413,0.492,4,Brejinho,0.544,0.528,0.657,0.594,0.09
414,0.4902,4,Encantado,0.544,0.472,0.689,0.746,0.129
415,0.4606,4,Campos Altos,0.544,0.464,0.623,0.894,0.129
416,0.4524,4,So Bento,0.544,0.569,0.522,0.756,0.08
417,0.4758,4,Camanducaia,0.544,0.516,0.619,0.745,0.109
418,0.4034,4,Conselheiro Lafaiete,0.544,0.411,0.565,0.944,0.065
419,0.4526,4,Santo Amaro,0.544,0.456,0.641,0.711,0.069
420,0.5954,4,guas de Santa Brbara,0.543,0.688,0.666,0.739,0.269
421,0.5764,4,Esprito Santo do Turvo,0.543,0.622,0.679,0.872,0.28
422,0.5132,4,So Simo,0.543,0.513,0.667,0.915,0.206
423,0.518,4,Campo Bom,0.543,0.572,0.628,0.835,0.19
424,0.5314,4,Barra de So Miguel,0.543,0.653,0.595,0.658,0.161
425,0.492,4,So Joo da Boa Vista,0.543,0.423,0.713,0.953,0.188
426,0.4962,4,Itamb,0.543,0.523,0.64,0.809,0.155
427,0.4918,4,Itaquara,0.543,0.574,0.601,0.663,0.109
428,0.5006,4,Pindobau,0.543,0.505,0.694,0.602,0.105
429,0.512,4,Umarizal,0.543,0.551,0.677,0.544,0.104
430,0.4724,4,Valentim Gentil,0.543,0.506,0.599,0.918,0.152
431,0.454,4,Santana do Jacar,0.543,0.558,0.509,0.952,0.136
432,0.543,4,Santana do Cariri,0.543,0.564,0.737,0.421,0.113
433,0.4938,4,Trizidela do Vale,0.543,0.527,0.666,0.553,0.083
434,0.45,4,Bocaiva,0.543,0.472,0.613,0.761,0.08
435,0.6276,4,Dolcinpolis,0.542,0.597,0.787,0.941,0.37
436,0.6266,4,Salto Veloso,0.542,0.546,0.885,0.582,0.271
437,0.5838,4,Severiano Melo,0.542,0.679,0.694,0.435,0.173
438,0.5142,4,Belo Horizonte,0.542,0.512,0.659,0.985,0.229
439,0.5562,4,Manoel Emdio,0.542,0.54,0.785,0.417,0.131
440,0.5414,4,Nova Petrpolis,0.542,0.541,0.735,0.579,0.155
441,0.491,4,Pedreiras,0.542,0.552,0.628,0.607,0.095
442,0.5066,4,So Flix,0.542,0.532,0.671,0.646,0.127
443,0.4882,4,Castro Alves,0.542,0.538,0.638,0.601,0.089
444,0.4438,4,Santo Antnio de Jesus,0.542,0.39,0.682,0.77,0.075
445,0.5192,4,Barro,0.542,0.525,0.729,0.441,0.088
446,0.6342,4,Pedrinhas Paulista,0.541,0.523,0.886,0.845,0.353
447,0.6328,4,Harmonia,0.541,0.592,0.847,0.603,0.286
448,0.539,4,Canitar,0.541,0.573,0.651,0.926,0.247
449,0.5308,4,Guara,0.541,0.523,0.681,0.963,0.246
450,0.5702,4,Lupionpolis,0.541,0.572,0.75,0.624,0.207
451,0.5622,4,Elisirio,0.541,0.582,0.684,0.927,0.279
452,0.528,4,So Jos do Calado,0.541,0.525,0.701,0.761,0.188
453,0.5246,4,Sarutai,0.541,0.556,0.647,0.882,0.217
454,0.5222,4,Lajeado,0.541,0.467,0.764,0.647,0.149
455,0.5008,4,Bilac,0.541,0.546,0.609,0.918,0.194
456,0.459,4,Manduri,0.541,0.573,0.509,0.897,0.131
457,0.5346,4,Tapera,0.541,0.552,0.695,0.696,0.179
458,0.4872,4,Jaguaribara,0.541,0.446,0.713,0.71,0.118
459,0.5514,4,Aratuba,0.541,0.543,0.775,0.399,0.121
460,0.4878,4,Barbosa,0.541,0.52,0.617,0.876,0.165
461,0.4598,4,Colatina,0.541,0.45,0.636,0.876,0.127
462,0.5034,4,Ipameri,0.541,0.566,0.618,0.738,0.149
463,0.5198,4,Mauriti,0.541,0.529,0.726,0.437,0.089
464,0.4546,4,Bela Vista de Minas,0.541,0.527,0.546,0.901,0.127
465,0.4448,4,Recreio,0.541,0.507,0.554,0.855,0.102
466,0.5028,4,Campo Maior,0.541,0.531,0.683,0.51,0.086
467,0.4682,4,So Jos do Campestre,0.541,0.505,0.627,0.647,0.077
468,0.6324,4,Pitangueiras,0.54,0.614,0.832,0.534,0.27
469,0.5054,4,Campinas,0.54,0.446,0.713,0.947,0.209
470,0.4836,4,Itapira,0.54,0.386,0.734,0.941,0.178
471,0.5638,4,So Jos do Divino,0.54,0.553,0.785,0.412,0.143
472,0.548,4,Flora,0.54,0.581,0.693,0.667,0.192
473,0.544,4,Palhano,0.54,0.553,0.746,0.432,0.122
474,0.5558,4,Nova Olmpia,0.54,0.609,0.687,0.613,0.187
475,0.4596,4,Herculndia,0.54,0.542,0.54,0.9,0.134
476,0.5544,4,Catunda,0.54,0.5,0.826,0.374,0.12
477,0.4578,4,Naque,0.54,0.572,0.512,0.861,0.121
478,0.5568,4,Tejuuoca,0.54,0.53,0.805,0.338,0.114
479,0.4638,4,Mossor,0.54,0.422,0.688,0.749,0.099
480,0.4714,4,Ribeiro Bonito,0.54,0.576,0.524,0.924,0.157
481,0.4798,4,Maracana,0.54,0.453,0.677,0.813,0.139
482,0.4426,4,Biritiba-Mirim,0.54,0.552,0.521,0.735,0.067
483,0.5178,4,Baro de Cocais,0.539,0.592,0.597,0.888,0.211
484,0.4852,4,Rancharia,0.539,0.521,0.606,0.908,0.172
485,0.572,4,So Francisco,0.539,0.537,0.786,0.626,0.214
486,0.6,4,Ichu,0.539,0.611,0.788,0.44,0.202
487,0.5374,4,Mulungu,0.539,0.568,0.725,0.382,0.101
488,0.4868,4,Nova Londrina,0.539,0.547,0.612,0.688,0.116
489,0.4952,4,Jitana,0.539,0.571,0.614,0.608,0.106
490,0.5872,4,Ilha Solteira,0.538,0.522,0.788,0.923,0.316
491,0.599,4,Orindiva,0.538,0.664,0.668,0.916,0.331
492,0.5952,4,Itatiaia,0.538,0.778,0.555,0.854,0.31
493,0.5112,4,guas da Prata,0.538,0.666,0.512,0.875,0.2
494,0.5522,4,Boa Vista do Buric,0.538,0.531,0.757,0.614,0.185
495,0.5154,4,Itapissuma,0.538,0.595,0.621,0.649,0.145
496,0.5192,4,Chapec,0.538,0.46,0.761,0.663,0.154
497,0.5278,4,Santo Antnio do Jardim,0.538,0.595,0.641,0.667,0.167
498,0.4558,4,Iracempolis,0.538,0.478,0.586,0.968,0.151
499,0.4404,4,Santo Anastcio,0.538,0.442,0.6,0.925,0.118
500,0.493,4,Lages,0.538,0.507,0.643,0.83,0.165
501,0.5492,4,Buriti dos Montes,0.538,0.526,0.795,0.331,0.104
502,0.41,4,Sabar,0.538,0.424,0.563,0.921,0.076
503,0.4316,4,Santa Rita do Sapuca,0.538,0.475,0.559,0.864,0.09
504,0.49,4,So Gonalo dos Campos,0.538,0.558,0.633,0.492,0.068
505,0.448,4,lvares Machado,0.538,0.494,0.568,0.877,0.116
506,0.4972,4,Senador Pompeu,0.538,0.542,0.658,0.519,0.086
507,0.4972,4,Vrzea Alegre,0.538,0.537,0.666,0.5,0.08
508,0.477,4,Amargosa,0.538,0.434,0.722,0.572,0.073
509,0.5936,4,Gabriel Monteiro,0.537,0.55,0.779,0.861,0.31
510,0.5932,4,Santa Cruz da Conceio,0.537,0.597,0.743,0.772,0.286
511,0.5516,4,Cu Azul,0.537,0.572,0.704,0.688,0.206
512,0.521,4,Marcos Parente,0.537,0.531,0.706,0.566,0.131
513,0.4576,4,Rodelas,0.537,0.516,0.565,0.863,0.126
514,0.4758,4,Santo Antnio de Pdua,0.537,0.483,0.635,0.832,0.143
515,0.5226,4,Pedro Avelino,0.537,0.539,0.7,0.569,0.135
516,0.5224,4,Extremoz,0.537,0.6,0.645,0.523,0.122
517,0.4388,4,Esprito Santo do Pinhal,0.537,0.325,0.715,0.911,0.114
518,0.4472,4,Carmo do Paranaba,0.537,0.576,0.49,0.831,0.104
519,0.445,4,Luclia,0.537,0.429,0.618,0.939,0.131
520,0.5118,4,Quixabeira,0.537,0.521,0.708,0.499,0.101
521,0.4616,4,Alvinpolis,0.537,0.531,0.576,0.723,0.094
522,0.4732,4,Janaba,0.537,0.531,0.609,0.638,0.086
523,0.4388,4,Surubim,0.537,0.55,0.517,0.712,0.06
524,0.4396,4,Eli Mendes,0.537,0.548,0.504,0.829,0.094
525,0.6838,4,Macuco,0.536,0.785,0.698,0.933,0.453
526,0.5874,4,Riozinho,0.536,0.622,0.743,0.504,0.207
527,0.4794,4,Baixo Guandu,0.536,0.562,0.569,0.781,0.135
528,0.4966,4,Pains,0.536,0.6,0.552,0.854,0.179
529,0.5058,4,Teutnia,0.536,0.551,0.645,0.655,0.137
530,0.5354,4,Poranga,0.536,0.538,0.744,0.421,0.113
531,0.565,4,Jati,0.536,0.598,0.731,0.468,0.167
532,0.5064,4,Pianc,0.536,0.596,0.607,0.613,0.126
533,0.4538,4,Tangar,0.536,0.536,0.552,0.753,0.093
534,0.5214,4,Elsio Medrado,0.536,0.558,0.701,0.403,0.089
535,0.4622,4,Canpolis,0.536,0.547,0.538,0.888,0.141
536,0.5052,4,Paraibano,0.536,0.53,0.692,0.457,0.082
537,0.547,4,Erer,0.536,0.559,0.743,0.427,0.131
538,0.5338,4,Ibicuitinga,0.536,0.564,0.708,0.469,0.125
539,0.6678,4,Guarani d'Oeste,0.535,0.638,0.82,0.893,0.423
540,0.6204,4,Nova Guataporanga,0.535,0.622,0.752,0.87,0.354
541,0.54,4,Pratnia,0.535,0.668,0.564,0.842,0.236
542,0.4856,4,Nhandeara,0.535,0.537,0.596,0.844,0.162
543,0.4606,4,Pirangi,0.535,0.531,0.549,0.9,0.143
544,0.4922,4,Couto de Magalhes de Minas,0.535,0.611,0.539,0.806,0.161
545,0.519,4,Uruoca,0.535,0.509,0.736,0.468,0.105
546,0.4334,4,Jacarezinho,0.535,0.488,0.542,0.903,0.107
547,0.4496,4,Presidente Prudente,0.535,0.342,0.707,0.978,0.15
548,0.5056,4,Cravolndia,0.535,0.638,0.552,0.69,0.148
549,0.5738,4,Imbuia,0.535,0.628,0.724,0.41,0.165
550,0.474,4,Guarani,0.535,0.546,0.575,0.774,0.128
551,0.4924,4,Conceio da Feira,0.535,0.549,0.64,0.523,0.084
552,0.4752,4,Boqueiro,0.535,0.607,0.532,0.659,0.098
553,0.4876,4,Malhador,0.535,0.544,0.632,0.554,0.086
554,0.4724,4,Itabaiana,0.535,0.565,0.578,0.593,0.076
555,0.4694,4,So Mamede,0.535,0.527,0.587,0.762,0.119
556,0.5162,4,Muniz Ferreira,0.535,0.58,0.661,0.456,0.099
557,0.5034,4,So Joo do Iva,0.535,0.58,0.624,0.556,0.109
558,0.4118,4,Santos Dumont,0.535,0.413,0.586,0.839,0.061
559,0.6412,4,So Joo do Pau d'Alho,0.534,0.597,0.82,0.828,0.372
560,0.59,4,Holambra,0.534,0.567,0.765,0.768,0.286
561,0.6032,4,Picada Caf,0.534,0.589,0.792,0.588,0.254
562,0.5466,4,Pontalinda,0.534,0.548,0.695,0.841,0.247
563,0.5074,4,Pima,0.534,0.528,0.645,0.833,0.191
564,0.5438,4,Landri Sales,0.534,0.54,0.749,0.471,0.141
565,0.5046,4,Senador Amaral,0.534,0.603,0.585,0.687,0.147
566,0.5364,4,Para,0.534,0.571,0.687,0.598,0.166
567,0.4816,4,Taraba,0.534,0.559,0.555,0.922,0.18
568,0.4994,4,Jucurutu,0.534,0.545,0.648,0.585,0.111
569,0.465,4,Ibirataia,0.534,0.553,0.552,0.769,0.115
570,0.5366,4,Saboeiro,0.534,0.579,0.707,0.392,0.111
571,0.4194,4,Oliveira,0.534,0.497,0.509,0.887,0.085
572,0.5378,4,Barroquinha,0.534,0.533,0.751,0.424,0.121
573,0.476,4,Queimadas,0.534,0.541,0.608,0.591,0.082
574,0.4314,4,Alm Paraba,0.534,0.442,0.584,0.895,0.105
575,0.444,4,Floresta Azul,0.534,0.574,0.493,0.766,0.086
576,0.4336,4,Serra Azul,0.534,0.543,0.489,0.88,0.104
577,0.5108,4,guas de Lindia,0.533,0.517,0.648,0.934,0.224
578,0.4902,4,Guapiau,0.533,0.539,0.598,0.864,0.177
579,0.5226,4,Antonina do Norte,0.533,0.529,0.703,0.6,0.149
580,0.5416,4,Pacuj,0.533,0.545,0.722,0.594,0.174
581,0.4698,4,Itauu,0.533,0.586,0.533,0.725,0.111
582,0.439,4,Santo Antnio do Amparo,0.533,0.527,0.517,0.864,0.107
583,0.5242,4,Chaval,0.533,0.543,0.714,0.438,0.107
584,0.4592,4,Patrocnio do Muria,0.533,0.625,0.464,0.8,0.118
585,0.5196,4,Castelo do Piau,0.533,0.53,0.72,0.423,0.098
586,0.4644,4,Limoeiro,0.533,0.541,0.583,0.614,0.074
587,0.426,4,Bayeux,0.533,0.472,0.571,0.694,0.044
588,0.6282,4,Meridiano,0.532,0.624,0.777,0.759,0.339
589,0.5562,4,Alto Alegre,0.532,0.766,0.5,0.789,0.249
590,0.5674,4,Ouro Preto,0.532,0.617,0.661,0.848,0.281
591,0.5174,4,Balbinos,0.532,0.605,0.579,0.874,0.219
592,0.5344,4,Blumenau,0.532,0.507,0.727,0.735,0.204
593,0.55,4,Trombudo Central,0.532,0.55,0.738,0.547,0.174
594,0.4456,4,Pouso Alegre,0.532,0.397,0.65,0.924,0.134
595,0.5062,4,Ubirat,0.532,0.494,0.701,0.646,0.141
596,0.5084,4,So Gonalo do Piau,0.532,0.543,0.667,0.567,0.122
597,0.506,4,Otaclio Costa,0.532,0.532,0.643,0.787,0.18
598,0.4808,4,Tanabi,0.532,0.491,0.63,0.851,0.162
599,0.4506,4,Areipolis,0.532,0.567,0.482,0.975,0.155
600,0.4846,4,Lagoa Nova,0.532,0.541,0.625,0.572,0.091
601,0.5068,4,Joo Lisboa,0.532,0.569,0.654,0.45,0.088
602,0.4912,4,Raposa,0.532,0.538,0.659,0.434,0.062
603,0.4258,4,Monte Carmelo,0.532,0.478,0.538,0.886,0.097
604,0.4558,4,Pirapetinga,0.532,0.526,0.546,0.874,0.135
605,0.4766,4,Canguaretama,0.532,0.561,0.589,0.579,0.083
606,0.6188,4,Ipueira,0.531,0.563,0.84,0.616,0.288
607,0.6676,4,Santa Ins,0.531,0.695,0.798,0.601,0.352
608,0.4976,4,Niteri,0.531,0.408,0.73,0.945,0.212
609,0.4954,4,Santpolis do Aguape,0.531,0.53,0.601,0.966,0.215
610,0.5378,4,Aparecida d'Oeste,0.531,0.594,0.631,0.835,0.239
611,0.5008,4,Alfredo Marcondes,0.531,0.568,0.589,0.845,0.19
612,0.501,4,Muribeca,0.531,0.555,0.639,0.581,0.117
613,0.4608,4,So Jos da Bela Vista,0.531,0.524,0.555,0.886,0.146
614,0.4916,4,Goian,0.531,0.626,0.516,0.832,0.174
615,0.432,4,Santa Lcia,0.531,0.442,0.574,0.962,0.128
616,0.5074,4,Urussanga,0.531,0.547,0.644,0.685,0.155
617,0.4648,4,Itiruu,0.531,0.568,0.55,0.656,0.088
618,0.5026,4,Teodoro Sampaio,0.531,0.604,0.594,0.567,0.117
619,0.4576,4,Ipuina,0.531,0.549,0.546,0.724,0.098
620,0.4612,4,Esperana,0.531,0.616,0.491,0.684,0.092
621,0.508,4,Misso Velha,0.531,0.546,0.684,0.405,0.08
622,0.396,4,So Gonalo,0.531,0.359,0.613,0.806,0.036
623,0.635,4,Saldanha Marinho,0.53,0.62,0.816,0.58,0.303
624,0.6056,4,Fortuna de Minas,0.53,0.524,0.852,0.63,0.276
625,0.4944,4,Delta,0.53,0.702,0.432,0.92,0.204
626,0.4774,4,Ribeiro Preto,0.53,0.357,0.737,0.986,0.199
627,0.5008,4,Vrzea,0.53,0.525,0.663,0.614,0.128
628,0.4894,4,Terra Boa,0.53,0.513,0.646,0.676,0.129
629,0.4398,4,Luz,0.53,0.449,0.593,0.871,0.115
630,0.4766,4,Lauro Muller,0.53,0.514,0.615,0.723,0.125
631,0.432,4,Pedra Azul,0.53,0.523,0.515,0.801,0.084
632,0.4946,4,Juripiranga,0.53,0.625,0.558,0.57,0.107
633,0.4794,4,So Domingos,0.53,0.462,0.692,0.58,0.089
634,0.4346,4,Ibat,0.53,0.471,0.547,0.975,0.137
635,0.4492,4,Mata Verde,0.53,0.533,0.539,0.776,0.102
636,0.4156,4,Conceio do Rio Verde,0.53,0.466,0.532,0.873,0.082
637,0.4314,4,Machado,0.53,0.398,0.631,0.852,0.099
638,0.4408,4,Remgio,0.53,0.592,0.476,0.694,0.068
639,0.6304,4,Lutcia,0.529,0.602,0.795,0.799,0.358
640,0.5812,4,Eusbio,0.529,0.677,0.665,0.552,0.222
641,0.5496,4,Santo Expedito,0.529,0.57,0.675,0.835,0.258
642,0.5902,4,Bombinhas,0.529,0.562,0.789,0.6,0.249
643,0.5396,4,Santa Maria,0.529,0.593,0.683,0.482,0.146
644,0.5212,4,Icapu,0.529,0.529,0.704,0.55,0.14
645,0.4752,4,So Jos do Goiabal,0.529,0.524,0.601,0.729,0.126
646,0.5414,4,Pequi,0.529,0.677,0.586,0.596,0.181
647,0.464,4,Santana da Vargem,0.529,0.613,0.489,0.747,0.116
648,0.5378,4,Cunha Por,0.529,0.545,0.73,0.464,0.139
649,0.4962,4,Schroeder,0.529,0.527,0.651,0.62,0.125
650,0.4746,4,Guau,0.529,0.592,0.525,0.776,0.139
651,0.4888,4,Santa Terezinha de Itaipu,0.529,0.391,0.759,0.724,0.144
652,0.4324,4,Tocantins,0.529,0.455,0.582,0.804,0.088
653,0.4308,4,Arajos,0.529,0.39,0.634,0.877,0.106
654,0.4828,4,Feira Nova,0.529,0.587,0.578,0.537,0.084
655,0.469,4,Au,0.529,0.491,0.643,0.58,0.077
656,0.6736,4,So Joo de Iracema,0.528,0.648,0.818,0.859,0.436
657,0.6244,4,Cafeara,0.528,0.646,0.77,0.577,0.29
658,0.6274,4,Flrida,0.528,0.552,0.863,0.619,0.307
659,0.4778,4,Orlndia,0.528,0.316,0.779,0.979,0.199
660,0.5044,4,Capivari de Baixo,0.528,0.545,0.631,0.739,0.17
661,0.4664,4,Ibir,0.528,0.553,0.531,0.904,0.164
662,0.4554,4,Dom Cavati,0.528,0.605,0.47,0.827,0.127
663,0.5056,4,Amrico de Campos,0.528,0.582,0.579,0.86,0.206
664,0.5056,4,Rio do Fogo,0.528,0.572,0.627,0.587,0.13
665,0.4698,4,So Francisco de Paula,0.528,0.573,0.542,0.726,0.119
666,0.4932,4,Croat,0.528,0.547,0.631,0.575,0.11
667,0.4978,4,Santana do Matos,0.528,0.536,0.659,0.515,0.099
668,0.4746,4,Cabrob,0.528,0.532,0.599,0.672,0.111
669,0.5238,4,Santa Cruz dos Milagres,0.528,0.536,0.716,0.441,0.115
670,0.463,4,Neves Paulista,0.528,0.569,0.508,0.908,0.161
671,0.3934,4,Coronel Fabriciano,0.528,0.385,0.566,0.913,0.065
672,0.4426,4,Mrio Campos,0.528,0.572,0.489,0.76,0.091
673,0.4374,4,Trememb,0.528,0.44,0.594,0.885,0.119
674,0.4932,4,Lagoa Seca,0.528,0.601,0.594,0.454,0.076
675,0.4908,4,Campestre do Maranho,0.528,0.595,0.581,0.555,0.102
676,0.4908,4,Nepolis,0.528,0.54,0.639,0.533,0.096
677,0.6934,4,Gavio Peixoto,0.527,0.724,0.773,0.886,0.473
678,0.6028,4,Santa Mercedes,0.527,0.595,0.746,0.825,0.332
679,0.5448,4,Sabino,0.527,0.482,0.747,0.88,0.266
680,0.5248,4,Ubarana,0.527,0.584,0.603,0.921,0.25
681,0.5014,4,Coroados,0.527,0.586,0.572,0.822,0.191
682,0.5418,4,Conceio das Pedras,0.527,0.696,0.547,0.736,0.223
683,0.5166,4,Itabi,0.527,0.528,0.684,0.634,0.159
684,0.4734,4,Pojuca,0.527,0.579,0.524,0.855,0.161
685,0.4252,4,Varginha,0.527,0.415,0.585,0.968,0.126
686,0.446,4,Jardinpolis,0.527,0.526,0.513,0.958,0.152
687,0.4826,4,Santo Amaro da Imperatriz,0.527,0.526,0.617,0.684,0.127
688,0.5302,4,Guaraciaba,0.527,0.54,0.716,0.488,0.139
689,0.5076,4,Novo Oriente,0.527,0.532,0.69,0.44,0.094
690,0.4342,4,Santo Antnio do Monte,0.527,0.506,0.524,0.869,0.111
691,0.4992,4,Buenos Aires,0.527,0.57,0.63,0.49,0.096
692,0.515,4,Ituporanga,0.527,0.579,0.65,0.484,0.117
693,0.4706,4,Firmino Alves,0.527,0.548,0.562,0.761,0.133
694,0.529,4,Cruz,0.527,0.556,0.709,0.404,0.115
695,0.4542,4,Rubim,0.527,0.511,0.575,0.722,0.099
696,0.6312,4,ngulo,0.526,0.547,0.878,0.583,0.306
697,0.5006,4,Santana do Deserto,0.526,0.604,0.556,0.794,0.183
698,0.4842,4,Patrocnio Paulista,0.526,0.54,0.583,0.849,0.175
699,0.575,4,Vrzea,0.526,0.628,0.676,0.719,0.267
700,0.575,4,Vrzea,0.526,0.628,0.676,0.719,0.267
701,0.575,4,Vrzea,0.526,0.628,0.676,0.719,0.267
702,0.5242,4,Balnerio Piarras,0.526,0.692,0.524,0.698,0.189
703,0.4952,4,Orleans,0.526,0.531,0.635,0.677,0.144
704,0.4756,4,Olmpia,0.526,0.467,0.629,0.927,0.186
705,0.521,4,Barbalha,0.526,0.512,0.72,0.538,0.141
706,0.4698,4,Jacare,0.526,0.416,0.666,0.952,0.185
707,0.5196,4,Palotina,0.526,0.564,0.641,0.71,0.188
708,0.465,4,So Joo do Manteninha,0.526,0.649,0.443,0.817,0.141
709,0.4336,4,Carmo da Mata,0.526,0.585,0.449,0.827,0.1
710,0.4874,4,So Jos de Mipibu,0.526,0.589,0.59,0.481,0.079
711,0.5204,4,Mucambo,0.526,0.549,0.687,0.5,0.13
712,0.4832,4,So Joo do Caiu,0.526,0.482,0.656,0.72,0.14
713,0.452,4,Goioer,0.526,0.544,0.534,0.748,0.104
714,0.4332,4,Paraopeba,0.526,0.54,0.495,0.814,0.096
715,0.3788,4,Santa Cruz de Minas,0.526,0.414,0.498,0.991,0.07
716,0.5694,4,Populina,0.525,0.532,0.744,0.848,0.295
717,0.5574,4,Cumbe,0.525,0.658,0.632,0.592,0.207
718,0.5302,4,So Jos do Divino,0.525,0.606,0.622,0.684,0.195
719,0.4808,4,Luizinia,0.525,0.564,0.542,0.92,0.192
720,0.4908,4,Venda Nova do Imigrante,0.525,0.548,0.606,0.704,0.146
721,0.509,4,Nova Olinda,0.525,0.546,0.656,0.593,0.141
722,0.4426,4,Lauro de Freitas,0.525,0.406,0.642,0.837,0.117
723,0.442,4,Andradina,0.525,0.438,0.599,0.908,0.136
724,0.4212,4,Juiz de Fora,0.525,0.375,0.617,0.962,0.122
725,0.4516,4,Martinpolis,0.525,0.535,0.522,0.888,0.144
726,0.525,4,Aracoiaba,0.525,0.596,0.662,0.394,0.109
727,0.524,4,Jijoca de Jericoacoara,0.525,0.545,0.706,0.433,0.118
728,0.5204,4,Pindoretama,0.525,0.601,0.654,0.356,0.092
729,0.4922,4,Santana do Acara,0.525,0.545,0.646,0.453,0.079
730,0.4956,4,Milagres,0.525,0.542,0.642,0.546,0.11
731,0.516,4,Imaru,0.525,0.556,0.685,0.398,0.098
732,0.3916,4,Raposos,0.525,0.323,0.62,0.93,0.072
733,0.4572,4,Jandaia do Sul,0.525,0.576,0.51,0.752,0.114
734,0.4592,4,Itamb,0.525,0.567,0.544,0.597,0.074
735,0.415,4,Formiga,0.525,0.421,0.568,0.9,0.097
736,0.5834,4,Timbaba dos Batistas,0.524,0.558,0.761,0.715,0.279
737,0.5016,4,Piedade de Ponte Nova,0.524,0.599,0.557,0.82,0.196
738,0.428,4,Alfenas,0.524,0.357,0.649,0.947,0.128
739,0.4986,4,Paraso do Norte,0.524,0.533,0.645,0.625,0.137
740,0.507,4,Barrocas,0.524,0.562,0.641,0.551,0.129
741,0.4174,4,Amrico Brasiliense,0.524,0.266,0.714,0.991,0.127
742,0.4466,4,Pacaembu,0.524,0.477,0.573,0.867,0.133
743,0.4542,4,So Jos da Vitria,0.524,0.568,0.504,0.805,0.127
744,0.4824,4,Amlia Rodrigues,0.524,0.461,0.7,0.533,0.09
745,0.4528,4,Urucnia,0.524,0.566,0.51,0.76,0.112
746,0.475,4,Itapag,0.524,0.516,0.627,0.57,0.089
747,0.5208,4,Colnia do Gurguia,0.524,0.544,0.697,0.455,0.122
748,0.4294,4,Itarantim,0.524,0.466,0.563,0.795,0.089
749,0.4104,4,Vespasiano,0.524,0.496,0.481,0.921,0.098
750,0.5924,4,Rubicea,0.523,0.571,0.745,0.845,0.33
751,0.5482,4,Pendncias,0.523,0.529,0.724,0.728,0.235
752,0.547,4,Chcara,0.523,0.639,0.61,0.74,0.237
753,0.55,4,Joaaba,0.523,0.509,0.745,0.74,0.242
754,0.5492,4,Campos Novos Paulista,0.523,0.543,0.703,0.781,0.254
755,0.5408,4,Marumbi,0.523,0.515,0.745,0.578,0.184
756,0.4824,4,Macatuba,0.523,0.538,0.562,0.969,0.212
757,0.4928,4,Varjota,0.523,0.443,0.734,0.551,0.11
758,0.5454,4,Paran,0.523,0.6,0.681,0.484,0.165
759,0.4084,4,Caxambu,0.523,0.272,0.694,0.973,0.11
760,0.4188,4,Itana,0.523,0.389,0.597,0.963,0.122
761,0.5286,4,Portalegre,0.523,0.518,0.748,0.374,0.111
762,0.452,4,Cruz Alta,0.523,0.532,0.546,0.735,0.104
763,0.466,4,Charqueadas,0.523,0.483,0.604,0.847,0.156
764,0.526,4,So Miguel do Gostoso,0.523,0.575,0.678,0.433,0.124
765,0.4434,4,Dias d'vila,0.523,0.444,0.616,0.748,0.097
766,0.3954,4,Ub,0.523,0.414,0.537,0.911,0.075
767,0.502,4,Paraipaba,0.523,0.525,0.684,0.437,0.092
768,0.4764,4,Timon,0.523,0.569,0.58,0.537,0.084
769,0.4472,4,Juazeiro,0.523,0.5,0.565,0.761,0.106
770,0.4408,4,Coremas,0.523,0.586,0.476,0.699,0.08
771,0.5938,4,So Francisco,0.522,0.622,0.699,0.821,0.327
772,0.5034,4,Inbia Paulista,0.522,0.681,0.468,0.888,0.219
773,0.4824,4,Pereiras,0.522,0.569,0.551,0.82,0.172
774,0.5924,4,Lepolis,0.522,0.6,0.76,0.517,0.242
